t,dist,holg_izq,holg_der,e_lat,e_rumbo_deg,v,w,n_front,modo,holg_verdad
29.27,1.009,0.052407741406317154,0.11607025053993936,0.0009829843739542505,-2.044997922916094,0.06,-0.04469106106140831,0,memoria,nan
29.37,1.009,0.05489551219292471,0.11871433393420405,0.0009829843739542505,-2.044997922916094,0.06,-0.04469106106140831,0,memoria,nan
30.17,1.009,0.059926446320717586,0.13179174672874316,0.0009829843739542505,-2.044997922916094,0.06,-0.04469106106140831,0,memoria,nan
30.27,1.009,0.06137585471956408,0.13327215564821243,0.0009829843739542505,-2.044997922916094,0.06,-0.04469106106140831,0,memoria,nan
30.57,1.097,0.06388135954899232,0.1365517378365389,-0.002088819781192249,-1.638711608616458,0.06,-0.06170074762224505,0,memoria,nan
30.67,1.097,0.06480055922756417,0.13658398948283873,-0.002088819781192249,-1.638711608616458,0.06,-0.06170074762224505,0,memoria,nan
30.77,1.097,0.06373222514525861,0.13847977216332374,-0.002088819781192249,-1.638711608616458,0.06,-0.06170074762224505,0,memoria,nan
30.88,1.097,0.0655033697324004,0.13847983108251166,-0.002088819781192249,-1.638711608616458,0.06,-0.06170074762224505,0,memoria,nan
30.98,1.097,0.06783624920061154,0.13841882010957285,-0.002088819781192249,-1.638711608616458,0.06,-0.06170074762224505,0,memoria,nan
31.07,1.131,0.06480055922756417,0.13817819047725083,-0.003071185071132768,-1.3568565324432273,0.06,-0.06316308659268627,0,memoria,nan
31.57,1.16,0.07190047966125651,0.1340630270752095,-0.003666182790424924,-0.957190490907699,0.06,-0.05805483356650461,0,memoria,nan
31.67,1.166,0.07421008255655837,0.13366064452311882,-0.003758895478331317,-0.8469953730727527,0.06,-0.05600434631889774,0,memoria,nan
31.77,1.172,0.07260137797342409,0.13226373815235465,-0.003844176635053223,-0.7440036648612994,0.06,-0.05407556011358018,0,memoria,nan
31.87,1.177,0.07474734536645822,0.13033155457613865,-0.003909218779202892,-0.6156238958869207,0.06,-0.05129996491859834,0,memoria,nan
31.97,1.184,0.07686445632912359,0.12821228443660254,-0.003974204164557873,-0.6007534438498039,0.06,-0.05149552586283179,0,memoria,nan
32.07,1.189,0.07649089432910555,0.13305556911920735,-0.004027723587990709,-0.4568616804611272,0.06,-0.04821012311727775,0,memoria,nan
32.17,1.196,0.07421010705225495,0.1270230353790634,-0.004078377381031421,-0.34093381134220097,0.06,-0.04563102273822468,0,memoria,nan
32.27,1.201,0.07874269320719507,0.12348006420550178,-0.004103289153446096,-0.2247044203576902,0.06,-0.04281235034955547,0,memoria,nan
32.37,1.207,0.08096533324893679,0.12253170185161577,-0.00412285886558833,-0.12855830001642046,0.06,-0.0404713782143748,0,memoria,nan
32.47,1.214,0.07649089432910555,0.12059700549181851,-0.004129963186577476,-0.00510018633604088,0.06,-0.037303191245240994,0,memoria,nan
32.57,1.219,0.07895300833084251,0.12193104124788562,-0.004125922357628233,0.11874835768309683,0.06,-0.034024476484295185,0,memoria,nan
32.67,1.225,0.07895303340230708,0.12252572883269053,-0.004109909748436655,0.2053773251270138,0.06,-0.031612421937321986,0,memoria,nan
32.77,1.231,0.08109347383033388,0.11776898069118608,-0.004085954509713517,0.33150261317235863,0.06,-0.02809487246918748,0,memoria,nan
33.07,1.249,0.08528623474153851,0.11026410443402729,-0.0039343616684032676,0.6286560325715416,0.06,-0.018951078569282236,0,memoria,nan
33.17,1.256,0.09086307081690348,0.11002687710319359,-0.003856867676120382,0.7134531778626698,0.06,-0.016033648566302974,0,memoria,nan
33.27,1.261,0.08936038144166275,0.10758695824071712,-0.0037866810590822426,0.8258087667123623,0.06,-0.012460506575293476,0,memoria,nan
33.87,1.275,0.08733821280517107,0.09689366796474291,-0.003564804709420808,1.0064719328299494,0.06,-0.005733868799596531,0,memoria,nan
34.17,1.275,0.09367957310579356,0.09284006505933567,-0.003564804709420808,1.0064719328299494,0.06,-0.005733868799596531,0,memoria,nan
34.27,1.275,0.09865233243417554,0.08840695616524352,-0.003564804709420808,1.0064719328299494,0.06,-0.005733868799596531,0,memoria,nan
34.37,1.275,0.09772705472291116,0.08458734982428234,-0.003564804709420808,1.0064719328299494,0.06,-0.005733868799596531,0,memoria,nan
34.47,1.275,0.09515770296342219,0.08458732393311336,-0.003564804709420808,1.0064719328299494,0.06,-0.005733868799596531,0,memoria,nan
34.57,1.275,0.09391256059880115,0.08754816188745362,-0.003564804709420808,1.0064719328299494,0.06,-0.005733868799596531,0,memoria,nan
34.67,1.347,0.09247993651857894,0.08294948207097352,-0.002220783335198283,2.0582760016665103,0.06,0.0338984896990128,0,memoria,nan
